"","start_time","flow_type","volume","segment_area_id","segment_name","state","city","functional_classification","descriptions","facility_types","lat","long","year","month"
"284",2021-11-01,"bike",693,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2021,"Nov"
"285",2021-11-01,"ped",634,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2021,"Nov"
"286",2021-12-01,"ped",561,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2021,"Dec"
"287",2021-12-01,"bike",602,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2021,"Dec"
"288",2022-01-01,"bike",181,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Jan"
"289",2022-01-01,"ped",440,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Jan"
"290",2022-02-01,"ped",623,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Feb"
"291",2022-02-01,"bike",523,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Feb"
"292",2022-03-01,"bike",758,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Mar"
"293",2022-03-01,"ped",719,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Mar"
"294",2022-04-01,"ped",735,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Apr"
"295",2022-04-01,"bike",923,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Apr"
"296",2022-05-01,"bike",1109,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"May"
"297",2022-05-01,"ped",833,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"May"
"298",2022-06-01,"bike",1238,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Jun"
"299",2022-06-01,"ped",997,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Jun"
"300",2022-07-01,"ped",934,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Jul"
"301",2022-07-01,"bike",1136,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Jul"
"302",2022-08-01,"bike",1154,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Aug"
"303",2022-08-01,"ped",946,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Aug"
"304",2022-09-01,"bike",1132,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Sep"
"305",2022-09-01,"ped",996,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Sep"
"306",2022-10-01,"ped",793,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Oct"
"307",2022-10-01,"bike",666,46,"W&OD Trail (Bon Air Park-West)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in Bon Air Park W of Custis Trail, near Custis Memorial Parkway (Interstate 66), Patrick Henry Drive and Four Mile Run stream (Arlington County Trail ID: 1)","path/trail",38.87937,-77.13924,2022,"Oct"
"308",2019-01-01,"ped",1465,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Jan"
"309",2019-01-01,"bike",99,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Jan"
"310",2019-02-01,"ped",1779,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Feb"
"311",2019-02-01,"bike",124,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Feb"
"312",2019-03-01,"ped",2326,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Mar"
"313",2019-04-01,"ped",798,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Apr"
"314",2019-05-01,"ped",675,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"May"
"315",2019-06-01,"ped",984,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Jun"
"316",2019-07-01,"ped",850,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Jul"
"317",2019-08-01,"ped",879,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2019,"Aug"
"318",2020-10-01,"bike",274,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2020,"Oct"
"319",2020-10-01,"ped",885,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2020,"Oct"
"320",2020-11-01,"ped",797,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2020,"Nov"
"321",2020-11-01,"bike",224,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2020,"Nov"
"322",2020-12-01,"ped",638,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2020,"Dec"
"323",2020-12-01,"bike",118,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2020,"Dec"
"324",2021-01-01,"ped",694,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Jan"
"325",2021-01-01,"bike",104,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Jan"
"326",2021-02-01,"bike",75,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Feb"
"327",2021-02-01,"ped",597,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Feb"
"328",2021-03-01,"bike",208,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Mar"
"329",2021-03-01,"ped",862,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Mar"
"330",2021-04-01,"ped",838,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Apr"
"331",2021-04-01,"bike",259,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Apr"
"332",2021-05-01,"bike",288,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"May"
"333",2021-05-01,"ped",775,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"May"
"334",2021-06-01,"ped",541,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Jun"
"335",2021-06-01,"bike",306,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Jun"
"336",2021-07-01,"ped",476,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Jul"
"337",2021-07-01,"bike",302,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Jul"
"338",2021-08-01,"ped",526,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Aug"
"339",2021-08-01,"bike",260,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Aug"
"340",2021-09-01,"bike",293,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Sep"
"341",2021-09-01,"ped",656,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Sep"
"342",2021-10-01,"bike",227,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Oct"
"343",2021-10-01,"ped",566,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Oct"
"344",2021-11-01,"ped",573,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Nov"
"345",2021-11-01,"bike",138,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Nov"
"346",2021-12-01,"ped",579,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Dec"
"347",2021-12-01,"bike",108,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2021,"Dec"
"348",2022-01-01,"ped",453,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Jan"
"349",2022-01-01,"bike",46,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Jan"
"350",2022-02-01,"bike",103,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Feb"
"351",2022-02-01,"ped",614,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Feb"
"352",2022-03-01,"ped",699,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Mar"
"353",2022-03-01,"bike",153,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Mar"
"354",2022-04-01,"bike",190,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Apr"
"355",2022-04-01,"ped",691,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Apr"
"356",2022-05-01,"ped",662,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"May"
"357",2022-05-01,"bike",240,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"May"
"358",2022-06-01,"bike",309,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Jun"
"359",2022-06-01,"ped",498,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Jun"
"360",2022-09-01,"bike",250,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Sep"
"361",2022-09-01,"ped",671,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Sep"
"362",2022-10-01,"bike",185,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Oct"
"363",2022-10-01,"ped",645,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Oct"
"364",2022-11-01,"ped",1190,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Nov"
"365",2022-11-01,"bike",138,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Nov"
"366",2022-12-01,"ped",927,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Dec"
"367",2022-12-01,"bike",71,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2022,"Dec"
"368",2023-01-01,"bike",115,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Jan"
"369",2023-01-01,"ped",1144,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Jan"
"370",2023-02-01,"ped",1427,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Feb"
"371",2023-02-01,"bike",127,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Feb"
"372",2023-03-01,"ped",1452,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Mar"
"373",2023-03-01,"bike",141,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Mar"
"374",2023-04-01,"ped",966,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Apr"
"375",2023-04-01,"bike",228,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Apr"
"376",2023-05-01,"bike",272,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"May"
"377",2023-05-01,"ped",805,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"May"
"378",2023-06-01,"bike",259,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Jun"
"379",2023-06-01,"ped",561,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Jun"
"380",2023-07-01,"bike",275,48,"W&OD Trail (East Falls Church)","VA","Arlington","Trail or Shared Use Path","Shared use section of Washington & Old Dominion Trail in East Falls Church near Falls Church Fire Department (Arlington County Trail ID: 1)","path/trail",38.88759,-77.16312,2023,"Jul"
